employee_id,name,department,position,age,salary,years_experience,performance_score,bonus,hire_date,sale_id,product,region,quantity,unit_price,total_amount,sale_date,customer_rating,discount_percent
44,Employee_44,Marketing,Senior,46,87838.61,14,1.05,3577.55,2015-02-13,219,Tablet,North,8,538.56,3303.74,2023-01-10 02:00:00,2,23.32
44,Employee_44,Marketing,Senior,46,87838.61,14,1.05,3577.55,2015-02-13,1468,Phone,West,5,236.59,1033.9,2023-03-03 03:00:00,3,12.6
44,Employee_44,Marketing,Senior,46,87838.61,14,1.05,3577.55,2015-02-13,1866,Tablet,North,7,1214.08,8402.53,2023-03-19 17:00:00,4,1.13
44,Employee_44,Marketing,Senior,46,87838.61,14,1.05,3577.55,2015-02-13,1870,Mouse,West,1,1238.56,939.08,2023-03-19 21:00:00,2,24.18
44,Employee_44,Marketing,Senior,46,87838.61,14,1.05,3577.55,2015-02-13,1995,Monitor,North,7,1608.49,8782.36,2023-03-25 02:00:00,1,22.0
45,Employee_45,Finance,Director,54,88065.66,30,1.91,639.01,2015-02-14,1344,Tablet,East,2,1978.95,3920.3,2023-02-25 23:00:00,4,0.95
45,Employee_45,Finance,Director,54,88065.66,30,1.91,639.01,2015-02-14,1755,Phone,Central,9,1032.73,7450.53,2023-03-15 02:00:00,4,19.84
46,Employee_46,Engineering,Senior,53,128750.69,29,3.27,743.35,2015-02-15,1902,Mouse,South,3,1377.08,3611.12,2023-03-21 05:00:00,2,12.59
47,Employee_47,Sales,VP,56,38799.35,19,2.41,1153.63,2015-02-16,1787,Keyboard,East,9,1092.59,8031.85,2023-03-16 10:00:00,2,18.32
48,Employee_48,HR,Senior,59,61241.32,38,3.44,8696.81,2015-02-17,58,Monitor,West,2,946.19,1859.83,2023-01-03 09:00:00,5,1.72
49,Employee_49,Engineering,Director,47,104481.12,11,1.1,4722.26,2015-02-18,726,Headphones,North,8,440.43,2880.76,2023-01-31 05:00:00,4,18.24
51,Employee_51,Operations,VP,56,92716.06,29,1.51,3929.09,2015-02-20,446,Keyboard,Central,4,301.82,1109.49,2023-01-19 13:00:00,1,8.1
51,Employee_51,Operations,VP,56,92716.06,29,1.51,3929.09,2015-02-20,1432,Mouse,Central,7,377.8,2541.99,2023-03-01 15:00:00,3,3.88
52,Employee_52,Sales,Junior,29,79600.19,28,1.76,2587.11,2015-02-21,1664,Keyboard,West,1,759.38,620.19,2023-03-11 07:00:00,3,18.33
52,Employee_52,Sales,Junior,29,79600.19,28,1.76,2587.11,2015-02-21,1691,Laptop,West,1,318.23,264.74,2023-03-12 10:00:00,5,16.81
53,Employee_53,Sales,Junior,35,117104.05,18,2.84,3471.92,2015-02-22,26,Monitor,Central,8,1715.33,12423.11,2023-01-02 01:00:00,2,9.47
54,Employee_54,Engineering,Junior,31,52738.91,10,4.01,7941.82,2015-02-23,917,Monitor,West,2,1559.63,2861.61,2023-02-08 04:00:00,1,8.26
55,Employee_55,Sales,Manager,23,,33,4.62,6252.16,2015-02-24,402,Tablet,Central,4,1945.5,7628.69,2023-01-17 17:00:00,2,1.97
55,Employee_55,Sales,Manager,23,,33,4.62,6252.16,2015-02-24,527,Mouse,Central,7,1991.26,10569.81,2023-01-22 22:00:00,2,24.17
55,Employee_55,Sales,Manager,23,,33,4.62,6252.16,2015-02-24,1913,Monitor,East,6,142.33,735.79,2023-03-21 16:00:00,4,13.84
56,Employee_56,Finance,Manager,30,109991.63,6,4.34,9376.4,2015-02-25,89,Headphones,South,2,651.42,1215.81,2023-01-04 16:00:00,1,6.68
56,Employee_56,Finance,Manager,30,109991.63,6,4.34,9376.4,2015-02-25,1488,Mouse,South,5,1207.67,5135.62,2023-03-03 23:00:00,1,14.95
57,Employee_57,Sales,Junior,24,54711.62,33,1.79,6797.05,2015-02-26,1260,Laptop,East,4,500.75,1865.19,2023-02-22 11:00:00,3,6.88
57,Employee_57,Sales,Junior,24,54711.62,33,1.79,6797.05,2015-02-26,1605,Phone,Central,3,1196.47,3372.25,2023-03-08 20:00:00,3,6.05
59,Employee_59,HR,Director,47,55690.04,37,1.8,6101.96,2015-02-28,233,Laptop,East,2,1085.84,1870.69,2023-01-10 16:00:00,4,13.86
59,Employee_59,HR,Director,47,55690.04,37,1.8,6101.96,2015-02-28,905,Headphones,North,1,1728.42,1363.2,2023-02-07 16:00:00,3,21.13
59,Employee_59,HR,Director,47,55690.04,37,1.8,6101.96,2015-02-28,1039,Tablet,East,2,473.63,885.21,2023-02-13 06:00:00,1,6.55
59,Employee_59,HR,Director,47,55690.04,37,1.8,6101.96,2015-02-28,1058,Keyboard,South,5,820.54,3995.21,2023-02-14 01:00:00,3,2.62
60,Employee_60,HR,Director,29,75603.23,23,2.06,9423.71,2015-03-01,306,Laptop,West,6,1053.8,4980.47,2023-01-13 17:00:00,1,21.23
60,Employee_60,HR,Director,29,75603.23,23,2.06,9423.71,2015-03-01,1808,Headphones,East,2,345.64,648.7,2023-03-17 07:00:00,2,6.16
60,Employee_60,HR,Director,29,75603.23,23,2.06,9423.71,2015-03-01,1984,Headphones,East,1,1176.43,1045.85,2023-03-24 15:00:00,4,11.1
61,Employee_61,HR,Senior,23,69868.24,9,3.01,7882.01,2015-03-02,571,Keyboard,South,5,1218.03,5372.12,2023-01-24 18:00:00,3,11.79
61,Employee_61,HR,Senior,23,69868.24,9,3.01,7882.01,2015-03-02,647,Phone,Central,3,547.02,1517.32,2023-01-27 22:00:00,1,7.54
61,Employee_61,HR,Senior,23,69868.24,9,3.01,7882.01,2015-03-02,845,Mouse,West,9,1393.29,12167.18,2023-02-05 04:00:00,3,2.97
62,Employee_62,Finance,VP,27,26944.92,31,1.27,240.41,2015-03-03,682,Monitor,South,7,407.76,2453.86,2023-01-29 09:00:00,3,14.03
63,Employee_63,Marketing,Manager,49,83484.69,14,1.87,5341.4,2015-03-04,1738,Tablet,West,4,1180.97,3906.18,2023-03-14 09:00:00,4,17.31
64,Employee_64,Operations,Junior,50,77866.78,36,4.74,6883.38,2015-03-05,342,Headphones,North,8,851.25,5149.72,2023-01-15 05:00:00,3,24.38
65,Employee_65,Engineering,Senior,47,104581.58,19,2.86,7486.98,2015-03-06,1765,Headphones,North,4,425.87,1429.73,2023-03-15 12:00:00,2,16.07
66,Employee_66,HR,Director,46,87222.87,2,,2131.42,2015-03-07,821,Monitor,West,1,334.88,258.33,2023-02-04 04:00:00,4,22.86
67,Employee_67,Sales,Manager,33,120817.68,36,1.06,8671.77,2015-03-08,449,Mouse,North,8,1496.24,11275.66,2023-01-19 16:00:00,5,5.8
68,Employee_68,HR,Manager,26,77140.85,39,1.99,9558.43,2015-03-09,770,Keyboard,North,3,472.68,1268.58,2023-02-02 01:00:00,2,10.54
68,Employee_68,HR,Manager,26,77140.85,39,1.99,9558.43,2015-03-09,1567,Headphones,East,8,703.73,5558.34,2023-03-07 06:00:00,2,1.27
69,Employee_69,Sales,Junior,55,72889.4,7,4.47,2367.15,2015-03-10,1059,Monitor,West,9,1324.89,9324.58,2023-02-14 02:00:00,3,21.8
69,Employee_69,Sales,Junior,55,72889.4,7,4.47,2367.15,2015-03-10,1170,Tablet,South,5,243.95,1043.37,2023-02-18 17:00:00,4,14.46
69,Employee_69,Sales,Junior,55,72889.4,7,4.47,2367.15,2015-03-10,1601,Laptop,South,2,963.23,1551.76,2023-03-08 16:00:00,4,19.45
70,Employee_70,Operations,Director,58,71312.87,39,1.66,8826.15,2015-03-11,39,Mouse,North,7,1121.09,6998.52,2023-01-02 14:00:00,3,10.82
70,Employee_70,Operations,Director,58,71312.87,39,1.66,8826.15,2015-03-11,122,Keyboard,West,8,1155.97,7842.1,2023-01-06 01:00:00,2,15.2
70,Employee_70,Operations,Director,58,71312.87,39,1.66,8826.15,2015-03-11,196,Headphones,North,9,417.37,3302.19,2023-01-09 03:00:00,3,12.09
71,Employee_71,Operations,VP,36,66208.23,22,2.66,969.79,2015-03-12,650,Mouse,West,5,1684.39,6631.44,2023-01-28 01:00:00,2,21.26
72,Employee_72,Operations,Manager,57,30844.98,39,1.06,557.07,2015-03-13,83,Headphones,South,6,1719.93,9899.57,2023-01-04 10:00:00,1,4.07
72,Employee_72,Operations,Manager,57,30844.98,39,1.06,557.07,2015-03-13,1227,Tablet,West,8,207.01,1345.07,2023-02-21 02:00:00,3,18.78
72,Employee_72,Operations,Manager,57,30844.98,39,1.06,557.07,2015-03-13,1340,Tablet,West,1,1133.62,946.57,2023-02-25 19:00:00,1,16.5
74,Employee_74,HR,VP,64,33642.91,7,1.08,577.41,2015-03-15,768,Laptop,North,5,588.05,2885.27,2023-02-01 23:00:00,4,1.87
74,Employee_74,HR,VP,64,33642.91,7,1.08,577.41,2015-03-15,785,Headphones,West,9,1071.75,7259.39,2023-02-02 16:00:00,4,24.74
74,Employee_74,HR,VP,64,33642.91,7,1.08,577.41,2015-03-15,1951,Phone,Central,2,1002.03,1787.02,2023-03-23 06:00:00,3,10.83
75,Employee_75,Operations,Director,44,84040.67,28,,8450.12,2015-03-16,733,Headphones,North,7,68.69,361.82,2023-01-31 12:00:00,3,24.75
76,Employee_76,Finance,Manager,27,50198.79,29,4.3,590.5,2015-03-17,253,Keyboard,North,5,1125.91,4668.02,2023-01-11 12:00:00,5,17.08
76,Employee_76,Finance,Manager,27,50198.79,29,4.3,590.5,2015-03-17,1650,Keyboard,North,9,449.93,3265.82,2023-03-10 17:00:00,2,19.35
77,Employee_77,Sales,VP,64,57113.35,9,4.15,2716.64,2015-03-18,6,Monitor,Central,3,413.51,1044.03,2023-01-01 05:00:00,2,15.84
77,Employee_77,Sales,VP,64,57113.35,9,4.15,2716.64,2015-03-18,27,Mouse,West,2,1554.52,2616.88,2023-01-02 02:00:00,1,15.83
77,Employee_77,Sales,VP,64,57113.35,9,4.15,2716.64,2015-03-18,773,Headphones,West,1,1331.92,1211.51,2023-02-02 04:00:00,4,9.04
77,Employee_77,Sales,VP,64,57113.35,9,4.15,2716.64,2015-03-18,1357,Laptop,West,7,812.13,4887.89,2023-02-26 12:00:00,2,14.02
77,Employee_77,Sales,VP,64,57113.35,9,4.15,2716.64,2015-03-18,1538,Keyboard,North,3,758.5,1802.88,2023-03-06 01:00:00,2,20.77
78,Employee_78,Sales,VP,42,61611.8,38,2.13,1037.56,2015-03-19,1871,Tablet,North,6,423.02,2245.73,2023-03-19 22:00:00,2,11.52
80,Employee_80,Sales,Manager,64,75137.37,35,3.17,905.59,2015-03-21,983,Phone,South,2,1881.21,3541.57,2023-02-10 22:00:00,5,5.87
80,Employee_80,Sales,Manager,64,75137.37,35,3.17,905.59,2015-03-21,1009,Monitor,South,1,973.17,887.04,2023-02-12 00:00:00,4,8.85
81,Employee_81,Sales,Manager,37,96689.59,12,2.5,6680.03,2015-03-22,447,Laptop,East,6,1894.7,9941.49,2023-01-19 14:00:00,2,12.55
81,Employee_81,Sales,Manager,37,96689.59,12,2.5,6680.03,2015-03-22,1289,Keyboard,East,8,407.95,2451.94,2023-02-23 16:00:00,2,24.87
82,Employee_82,Operations,Senior,36,63449.4,31,3.5,1333.27,2015-03-23,664,Headphones,Central,1,1486.16,1144.05,2023-01-28 15:00:00,2,23.02
82,Employee_82,Operations,Senior,36,63449.4,31,3.5,1333.27,2015-03-23,1477,Mouse,North,1,1940.19,1553.7,2023-03-03 12:00:00,3,19.92
83,Employee_83,HR,Director,46,84602.92,35,1.05,8518.46,2015-03-24,950,Tablet,South,2,1633.29,3068.63,2023-02-09 13:00:00,1,6.06
84,Employee_84,Operations,Junior,57,129617.34,36,1.57,8171.91,2015-03-25,5,Phone,South,4,121.31,394.89,2023-01-01 04:00:00,3,18.62
85,Employee_85,Operations,VP,32,82547.01,25,3.97,136.62,2015-03-26,1163,Phone,East,5,1481.51,6662.35,2023-02-18 10:00:00,1,10.06
86,Employee_86,HR,Senior,36,71390.2,21,1.98,8957.26,2015-03-27,67,Tablet,West,6,1378.99,6274.96,2023-01-03 18:00:00,1,24.16
86,Employee_86,HR,Senior,36,71390.2,21,1.98,8957.26,2015-03-27,179,Headphones,Central,1,617.46,603.07,2023-01-08 10:00:00,5,2.33
86,Employee_86,HR,Senior,36,71390.2,21,1.98,8957.26,2015-03-27,274,Headphones,North,1,599.98,535.96,2023-01-12 09:00:00,3,10.67
86,Employee_86,HR,Senior,36,71390.2,21,1.98,8957.26,2015-03-27,709,Tablet,Central,2,1870.33,3278.69,2023-01-30 12:00:00,5,12.35
86,Employee_86,HR,Senior,36,71390.2,21,1.98,8957.26,2015-03-27,1042,Phone,North,3,1523.95,4239.02,2023-02-13 09:00:00,3,7.28
86,Employee_86,HR,Senior,36,71390.2,21,1.98,8957.26,2015-03-27,1062,Laptop,North,1,1452.57,1431.8,2023-02-14 05:00:00,3,1.43
86,Employee_86,HR,Senior,36,71390.2,21,1.98,8957.26,2015-03-27,1977,Tablet,South,2,414.33,810.93,2023-03-24 08:00:00,4,2.14
87,Employee_87,Engineering,Junior,25,59416.97,3,3.39,289.44,2015-03-28,144,Tablet,North,6,988.08,4514.54,2023-01-06 23:00:00,1,23.85
87,Employee_87,Engineering,Junior,25,59416.97,3,3.39,289.44,2015-03-28,740,Mouse,South,7,754.42,5192.22,2023-01-31 19:00:00,5,1.68
87,Employee_87,Engineering,Junior,25,59416.97,3,3.39,289.44,2015-03-28,1899,Monitor,West,2,1911.04,3557.21,2023-03-21 02:00:00,5,6.93
88,Employee_88,Operations,Senior,42,71113.37,30,2.54,2396.46,2015-03-29,610,Mouse,East,2,1775.37,3265.62,2023-01-26 09:00:00,5,8.03
88,Employee_88,Operations,Senior,42,71113.37,30,2.54,2396.46,2015-03-29,1493,Tablet,North,1,941.73,823.83,2023-03-04 04:00:00,3,12.52
88,Employee_88,Operations,Senior,42,71113.37,30,2.54,2396.46,2015-03-29,1657,Laptop,Central,4,552.26,1717.97,2023-03-11 00:00:00,1,22.23
89,Employee_89,Finance,Manager,34,57275.59,17,4.42,323.89,2015-03-30,885,Keyboard,Central,6,1389.3,6588.62,2023-02-06 20:00:00,2,20.96
89,Employee_89,Finance,Manager,34,57275.59,17,4.42,323.89,2015-03-30,1820,Phone,West,3,104.61,266.85,2023-03-17 19:00:00,4,14.97
