date,temperature_rolling_mean,temperature_rolling_std,temperature_rolling_min,temperature_rolling_max,humidity_rolling_mean,humidity_rolling_std,humidity_rolling_min,humidity_rolling_max,pressure_rolling_mean,pressure_rolling_std,pressure_rolling_min,pressure_rolling_max,wind_speed_rolling_mean,wind_speed_rolling_std,wind_speed_rolling_min,wind_speed_rolling_max,precipitation_rolling_mean,precipitation_rolling_std,precipitation_rolling_min,precipitation_rolling_max,cloud_cover_rolling_mean,cloud_cover_rolling_std,cloud_cover_rolling_min,cloud_cover_rolling_max
2023-01-29,27.114285714285717,3.425117307688691,22.3,31.0,70.35714285714286,3.9689869164381437,64.7,74.9,1020.9857142857143,7.769047254206431,1006.3,1029.2,10.9,2.1087120871912894,7.6,14.1,1.8142857142857143,1.3655628527321266,0.2,4.1,42.814285714285724,31.592585025151525,6.6,91.3
2023-01-30,26.614285714285717,2.9913366975476516,22.3,30.9,71.62857142857142,4.4473641203579986,64.7,76.8,1021.5285714285716,7.99744006661166,1006.3,1029.2,11.142857142857142,2.3172232972943685,7.6,14.1,1.842857142857143,1.3277263057035293,0.4,4.1,42.1,32.588648330361906,1.6,91.3
2023-01-31,27.25714285714286,2.3172232972943863,24.0,30.9,71.92857142857143,4.243706825294095,64.7,76.8,1020.8,7.391436486457155,1006.3,1026.8,11.171428571428573,2.3048602891240346,7.6,14.1,1.5857142857142856,1.4599412904047102,0.2,4.1,49.357142857142854,30.763444602474596,1.6,91.3
2023-02-01,26.82857142857143,2.193713963209653,24.0,30.9,70.87142857142858,5.834584899749166,61.2,76.8,1020.1285714285714,7.134123231744038,1006.3,1026.8,11.0,2.084866102814913,7.6,13.5,1.5285714285714285,1.4985707476506689,0.2,4.1,40.92857142857143,33.29412932664027,1.6,91.3
2023-02-02,27.171428571428574,2.0621301977278272,24.0,30.9,72.01428571428572,5.169922169442717,61.2,76.8,1020.8285714285714,7.499269805724049,1006.3,1026.8,10.557142857142859,2.7530934981441857,6.1,13.5,1.4142857142857144,1.53994434036707,0.2,4.1,33.55714285714286,35.98605550037667,0.6,91.3
2023-02-03,26.400000000000002,3.7585458180879887,18.6,30.9,71.68571428571428,5.027069580921734,61.2,76.8,1023.3428571428573,3.9059173667898333,1015.9,1026.8,10.328571428571427,2.688688828973632,6.1,13.5,1.3,1.4189197769195172,0.2,4.1,33.4,36.0767699958482,0.6,91.3
2023-02-04,25.25714285714286,3.3570111422996267,18.6,27.5,72.18571428571428,5.441025813645987,61.2,77.4,1022.7857142857143,3.5964930007941294,1015.9,1026.2,9.914285714285715,2.701498702219793,6.1,13.5,1.2714285714285716,1.4279522467672432,0.2,4.1,31.8,35.27624318622,0.6,91.3
2023-02-05,25.614285714285717,3.734714880428662,18.6,29.9,72.3,5.500909015790032,61.2,77.4,1022.3142857142858,4.697314328928862,1012.6,1026.2,9.885714285714286,2.7309513430479173,6.1,13.5,0.7285714285714285,0.7204495950776981,0.2,2.3,30.214285714285715,32.2779299507382,0.6,80.2
2023-02-06,26.32857142857143,4.5455891754954045,18.6,32.5,71.38571428571429,5.148924991823886,61.2,77.4,1021.6285714285715,4.411241052022119,1012.6,1026.2,9.985714285714286,2.893342111024646,6.1,14.2,0.8714285714285713,0.7432233529572065,0.2,2.3,34.01428571428571,29.81998371179013,0.6,80.2
2023-02-07,27.24285714285714,5.245905432766002,18.6,33.2,71.21428571428571,5.210703270330081,61.2,77.4,1020.2857142857143,4.933365508260199,1012.6,1026.2,10.014285714285714,2.8990967394624634,6.1,14.2,0.942857142857143,0.6900655593423543,0.3,2.3,33.77142857142858,29.537812731351334,0.6,80.2
2023-02-08,27.3,5.233545643251815,18.6,33.2,73.17142857142856,2.869212601460735,69.1,77.4,1019.5571428571428,5.262083599632313,1012.6,1026.2,8.971428571428572,2.999285629231447,5.6,14.2,0.9,0.7302967433402214,0.2,2.3,38.58571428571429,27.17507611589638,0.6,80.2
2023-02-09,27.67142857142857,5.341258991946344,18.6,33.2,70.87142857142857,6.913203378491114,56.6,77.4,1018.5142857142857,4.3747108747995895,1012.6,1023.9,9.314285714285715,2.742522300990196,5.6,14.2,0.9428571428571428,0.7184639700016113,0.2,2.3,41.84285714285714,22.892273597792567,15.1,80.2
2023-02-10,28.314285714285713,4.220753712876643,22.9,33.2,70.65714285714286,6.8738289045861345,56.6,77.4,1019.0857142857143,5.348341977169843,1012.6,1027.9,9.671428571428573,3.0390318007079604,5.6,14.2,0.9571428571428572,0.7502380574571933,0.2,2.4,47.02857142857143,19.715705607942304,23.4,80.2
2023-02-11,29.17142857142857,3.4826782250227604,23.1,33.2,70.27142857142857,6.49787511055583,56.6,75.1,1019.0,5.2814139520897605,1012.6,1027.9,9.5,3.141655614480999,5.6,14.2,1.1,0.808290376865476,0.2,2.4,52.371428571428574,23.01265697290039,23.4,80.2
2023-02-12,29.55714285714286,3.718358572837018,23.1,33.2,69.45714285714287,6.139179408481542,56.6,74.9,1020.4142857142857,4.557933951337798,1014.7,1027.9,9.457142857142856,3.1769257376994395,5.6,14.2,1.1857142857142857,0.738079876952288,0.2,2.4,52.8,23.636765148104907,23.4,83.2
2023-02-13,29.242857142857144,3.5156114417728075,23.1,33.2,69.12857142857142,6.14185484624807,56.6,74.9,1020.8285714285714,4.768198222149565,1014.7,1027.9,8.8,2.4172987679087843,5.6,12.8,1.0571428571428572,0.7721337165222589,0.2,2.4,60.871428571428574,23.482597406428038,23.4,84.7
2023-02-14,28.714285714285715,3.071605753471947,23.1,32.6,69.47142857142858,6.206640069504669,56.6,74.9,1020.9857142857143,4.545484415485859,1015.4,1027.9,8.914285714285715,2.5327380252923706,5.6,12.8,0.9714285714285714,0.8479667558622915,0.1,2.4,56.77142857142858,25.545365808414534,23.4,84.7
2023-02-15,29.3,2.9681644159311764,23.1,32.6,69.72857142857143,6.4994138929891925,56.6,76.7,1020.5142857142857,5.325544908403694,1012.1,1027.9,9.228571428571428,2.1623400023387336,7.1,12.8,1.0285714285714287,0.7994045402971007,0.1,2.4,62.228571428571435,25.719234973440553,23.4,84.7
2023-02-16,29.95714285714286,3.6137963154450023,23.1,34.7,71.95714285714287,2.9562685618062314,68.1,76.7,1019.4,6.422616289332193,1011.1,1027.9,9.614285714285714,2.2497618921629363,7.1,12.8,1.1,0.8082903768654759,0.1,2.4,61.91428571428572,26.280121040527227,21.2,84.7
2023-02-17,30.98571428571429,2.002022786607411,28.9,34.7,71.31428571428572,3.5941751818873966,66.6,76.7,1018.3999999999999,5.3307285305726255,1011.1,1024.1,9.228571428571428,1.7988091298729485,7.1,11.4,0.8142857142857143,0.5984105932344765,0.1,1.8,65.11428571428571,26.14991577879545,21.2,84.7
2023-02-18,31.342857142857145,1.778442336106854,29.5,34.7,71.51428571428572,3.844228822286115,66.6,76.7,1018.7285714285715,5.671188671907796,1011.1,1024.6,9.671428571428573,1.6489534920814481,7.1,11.4,0.6,0.4320493798938575,0.1,1.4,67.27142857142857,28.103482244834254,21.2,94.8
2023-02-19,31.814285714285717,2.4701069959474684,29.5,35.9,72.6,4.203966381089816,66.6,77.0,1018.9571428571428,5.877033589279389,1011.1,1024.6,9.057142857142857,3.0076885603716463,2.8,11.4,0.8571428571428571,0.9107819769427861,0.1,2.7,55.58571428571429,36.212954798498494,1.4,94.8
2023-02-20,31.900000000000002,2.4186773244895767,29.5,35.9,72.28571428571429,4.6545420725095985,65.9,77.0,1017.6857142857142,5.531554504665834,1011.1,1024.6,9.114285714285714,3.023479547049816,2.8,11.4,1.0285714285714287,0.9446591726019244,0.1,2.7,49.771428571428565,33.95637958154129,1.4,94.8
2023-02-21,31.514285714285712,3.008559218534452,26.8,35.9,74.05714285714285,6.354750753794931,65.9,83.9,1019.1428571428571,6.24896181853581,1011.1,1026.0,8.799999999999999,2.8559878617855956,2.8,11.2,1.157142857142857,0.8541216596737313,0.3,2.7,54.185714285714276,33.55534873267492,1.4,94.8
2023-02-22,32.285714285714285,3.401680257083053,26.8,36.0,73.07142857142857,6.41137382202242,65.9,83.9,1021.6,6.3979163274717195,1011.1,1029.3,9.285714285714286,2.9452948756893407,2.8,11.2,1.0857142857142856,0.9263343014782719,0.1,2.7,52.88571428571429,32.582379111590804,1.4,94.8
2023-02-23,32.34285714285714,3.451983556767113,26.8,36.0,73.39999999999999,6.4182032792155645,65.9,83.9,1023.1571428571427,4.444793637075534,1015.2,1029.3,8.828571428571427,2.8452968712797393,2.8,11.2,0.9142857142857144,0.9685531674075709,0.1,2.7,52.37142857142857,33.18863833129817,1.4,94.8
2023-02-24,31.657142857142855,4.298393941484486,25.5,36.0,74.37142857142858,5.690844777861573,65.9,83.9,1023.9285714285714,4.456349135676473,1015.2,1029.3,8.657142857142857,2.791568939298676,2.8,11.2,0.8714285714285713,1.0011897684160342,0.1,2.7,55.714285714285715,36.699474499935675,1.4,97.2
2023-02-25,31.72857142857143,4.297562986047753,25.5,36.0,72.95714285714286,6.378311464867267,65.9,83.9,1023.7142857142856,4.454745997782446,1015.2,1029.3,8.814285714285713,2.939630686230595,2.8,11.6,0.9714285714285715,0.9690446940402795,0.1,2.7,50.95714285714286,32.73244349483945,1.4,97.2
2023-02-26,31.228571428571428,3.918211448145827,25.5,36.0,71.58571428571429,6.396204231528937,65.9,83.9,1022.7571428571429,5.0394633123168315,1015.2,1029.3,10.457142857142857,2.116488556435822,8.0,14.3,0.6,0.6377042156569664,0.1,1.7,53.1,29.25354679350865,16.4,97.2
2023-02-27,32.05714285714286,4.418467736994036,25.5,36.7,72.15714285714286,5.967930166832599,66.2,83.9,1022.7428571428571,5.064535892806043,1015.1,1029.3,9.885714285714286,2.7156512855596704,6.0,14.3,0.6142857142857142,0.666904719402933,0.1,1.8,47.11428571428571,35.12361164854912,2.1,97.2
2023-02-28,32.9,3.7625346067068555,25.5,36.7,68.75714285714285,4.834893016002605,60.1,74.5,1020.4857142857144,6.645155772297008,1010.2,1029.3,10.214285714285714,2.7576732773774864,6.0,14.3,1.1857142857142857,1.8013222656598415,0.1,5.0,49.042857142857144,36.59630478353688,2.1,97.2
2023-03-01,32.52857142857143,3.526430813969607,25.5,36.7,69.28571428571429,5.159272743138853,60.1,74.5,1018.5714285714286,5.517159379521784,1010.2,1026.3,10.571428571428571,3.052711519133047,6.0,14.3,1.2428571428571427,1.767160757502594,0.1,5.0,40.15714285714285,38.12247181312956,2.1,97.2
2023-03-02,32.31428571428571,3.38694974444981,25.5,36.7,67.18571428571428,5.651379941049406,59.8,73.5,1017.8285714285714,5.325321362983213,1010.2,1026.3,11.157142857142857,2.8646449127580276,6.0,14.3,1.3000000000000003,1.733974240485327,0.1,5.0,39.65714285714286,38.48882336223756,2.1,97.2
2023-03-03,33.2,1.6970562748477267,31.7,36.7,66.60000000000001,5.083961709795522,59.8,73.5,1016.4714285714284,3.7981198356176784,1010.2,1023.1,11.814285714285713,2.787130287248015,6.0,14.3,1.457142857142857,1.655150690880987,0.1,5.0,33.98571428571429,30.7418514174314,2.1,78.3
2023-03-04,33.957142857142856,2.1438727751875812,31.7,37.2,66.54285714285714,5.091449414740118,59.8,73.5,1015.6142857142858,2.512255673976448,1010.2,1017.4,11.357142857142858,3.0756338874326015,6.0,14.3,1.7142857142857142,1.7111677995144827,0.1,5.0,33.82857142857143,30.580152293370197,2.1,78.3
2023-03-05,33.75714285714286,2.367035517869805,31.0,37.2,67.18571428571428,5.486476881517766,59.8,73.5,1014.0,4.22216374228492,1006.1,1017.1,11.271428571428572,2.9870354789290534,6.0,13.7,2.0142857142857142,1.5582346543750194,0.5,5.0,41.300000000000004,31.969725262087152,2.1,78.3
2023-03-06,33.08571428571428,2.0366873196677235,31.0,37.2,65.47142857142858,6.3099694361949705,57.9,73.5,1014.8857142857144,5.058797146696716,1006.1,1021.3,11.528571428571428,2.49447007446089,7.8,13.7,1.7714285714285716,1.7211568645480722,0.1,5.0,46.62857142857143,27.081956741572075,8.0,78.3
2023-03-07,33.214285714285715,2.036687319667722,31.0,37.2,65.52857142857142,6.2547886417033585,57.9,73.5,1016.5285714285714,5.149988441965549,1006.1,1021.7,11.342857142857143,2.5448360411214,7.8,13.7,1.0857142857142856,1.043118036511323,0.1,2.8,46.5,26.908115256677988,8.0,77.4
2023-03-08,32.68571428571429,2.423790812913106,29.7,37.2,64.41428571428571,5.20462248756773,57.9,71.9,1016.9571428571428,5.213398489423325,1006.1,1021.7,10.6,2.500666577801467,7.8,13.7,1.2142857142857142,1.0139503134252872,0.1,2.8,59.27142857142858,26.805081252486087,14.1,97.4
2023-03-09,33.471428571428575,3.445632155698139,29.7,39.1,66.02857142857142,5.286685882388698,57.9,71.9,1016.1285714285714,5.682345256937982,1006.1,1021.7,10.1,2.5006665778014674,7.8,13.7,1.3,0.9780933834080804,0.1,2.8,61.12857142857143,23.386157892060446,27.1,97.4
2023-03-10,33.785714285714285,3.3563018196762266,29.7,39.1,66.05714285714285,5.307810955832687,57.9,71.9,1016.3857142857144,5.758017185174058,1006.1,1021.7,8.857142857142858,2.6844348522902264,4.8,13.7,1.1428571428571428,1.0799029938797633,0.1,2.8,62.95714285714286,23.554961058685503,27.1,97.4
2023-03-11,33.68571428571429,3.246243249988405,29.7,39.1,67.15714285714286,5.998571258462922,57.9,73.5,1016.3285714285714,5.751728518661051,1006.1,1021.7,8.242857142857142,3.2408111859312507,4.1,13.7,0.8428571428571429,0.7976154939508616,0.1,2.2,67.58571428571429,26.02277390872775,27.1,97.4
2023-03-12,33.714285714285715,3.219435028815141,29.7,39.1,66.7,5.690928453834839,57.9,73.5,1018.1428571428571,3.5809017220323565,1011.0,1021.7,8.214285714285714,3.185084285346603,4.1,13.5,0.7428571428571428,0.6241184258807061,0.1,1.5,67.57142857142857,26.022087687559726,27.1,97.4
2023-03-13,34.32857142857143,3.247929743551675,29.7,39.1,68.12857142857143,4.164018205897745,60.5,73.5,1018.5285714285716,4.087262443948438,1011.0,1024.0,7.757142857142857,3.4712424014355134,4.1,13.5,0.7571428571428571,0.6078847008469702,0.1,1.5,71.67142857142856,22.919694172313484,27.1,97.4
2023-03-14,34.77142857142857,3.3420125103068727,29.7,39.1,68.41428571428573,3.5811676733660684,62.5,73.5,1017.6,3.983716857408092,1011.0,1024.0,7.8428571428571425,3.5481718968398064,4.1,13.5,1.0285714285714287,0.7296444013222829,0.1,2.1,63.81428571428571,29.196428352992566,22.4,97.4
2023-03-15,35.84285714285714,2.5546409681578517,31.2,39.1,68.52857142857144,3.4917590054843686,62.5,73.5,1017.3000000000001,3.9484174044796245,1011.0,1024.0,7.5,3.5898003658513726,4.1,13.5,0.8428571428571427,0.7828519290754438,0.1,2.1,57.542857142857144,25.224515663857456,22.4,92.8
2023-03-16,35.98571428571429,2.7847373134214863,31.2,40.1,68.0,3.313105290609841,62.5,73.5,1017.3571428571429,3.8435474685314768,1011.4,1024.0,7.342857142857143,3.557554001865672,4.1,13.5,0.8857142857142856,0.8132825901423023,0.1,2.1,61.71428571428571,21.48886754976698,22.4,92.8
2023-03-17,35.82857142857143,2.9482844083264705,31.2,40.1,66.22857142857143,5.171303602804737,57.1,73.5,1017.5857142857142,3.975101076881701,1011.4,1024.0,8.385714285714284,3.7525229608129713,4.1,13.5,1.0142857142857142,0.7358183005529094,0.1,2.1,61.671428571428564,21.46918056856651,22.4,92.8
2023-03-18,35.47142857142857,3.0042826574266113,31.2,40.1,64.68571428571428,4.150674070328286,57.1,68.7,1017.9,3.980368492153794,1011.4,1024.0,9.3,3.284813541131364,4.6,13.5,0.9714285714285714,0.7653197277702216,0.1,2.1,62.65714285714286,23.223325712370674,22.4,99.7
2023-03-19,35.6,2.8035691537752387,32.1,40.1,64.77142857142857,4.2523382923259145,57.1,69.3,1017.5428571428571,3.998273436895982,1011.4,1024.0,8.742857142857144,2.7391343783861934,4.6,12.1,0.9428571428571431,0.7457817885886439,0.1,2.1,53.34285714285714,31.89758910131282,3.4,99.7
2023-03-20,35.32857142857143,2.8164482868288143,32.1,40.1,64.74285714285715,4.228418594406676,57.1,69.3,1015.5142857142856,3.7720147452116186,1009.8,1020.2,10.0,2.5324559884296702,6.1,13.4,1.1285714285714286,0.6897204402613321,0.1,2.1,44.542857142857144,35.4474661596969,3.4,99.7
2023-03-21,35.32857142857143,2.8164482868288143,32.1,40.1,65.14285714285714,4.11171381253496,57.1,69.3,1014.9857142857143,4.070801956792726,1009.8,1020.2,9.757142857142856,2.524451849977953,6.1,13.4,1.2142857142857142,0.8493695140682712,0.1,2.7,42.457142857142856,37.346167011839256,3.4,99.7
2023-03-22,35.24285714285715,2.758536534020135,32.1,40.1,64.7,4.108122036486623,57.1,69.3,1013.3857142857142,5.264797739523818,1005.6,1020.2,10.842857142857143,2.3150645367945506,7.5,13.7,1.2714285714285716,0.7718252948137198,0.4,2.7,45.42857142857143,39.1548938740193,3.4,99.7
2023-03-23,35.18571428571429,2.642870012838679,32.1,39.7,63.285714285714285,4.687013466813985,57.1,69.3,1013.342857142857,5.284839052376496,1005.6,1020.2,10.742857142857144,2.491891612715884,6.8,13.7,1.2285714285714289,0.7653197277702212,0.4,2.7,39.32857142857143,40.482577087174775,3.4,99.7
2023-03-24,35.68571428571429,2.4395549945489208,32.1,39.7,63.0,5.163655036244554,55.1,69.3,1013.0285714285716,4.857198879228743,1005.6,1018.9,9.928571428571429,2.8761747082506868,6.4,13.7,1.2142857142857142,0.7712080813644944,0.4,2.7,38.214285714285715,39.59526186180314,3.4,99.7
2023-03-25,35.81428571428572,2.3582681296724055,32.1,39.7,63.228571428571435,5.183536207942222,55.1,69.3,1012.6428571428571,4.3988093627167215,1005.6,1018.0,9.799999999999999,2.8664728616658204,6.4,13.7,1.2571428571428573,0.7253898787483019,0.5,2.7,28.614285714285717,28.907174920852476,3.4,74.3
2023-03-26,35.74285714285715,2.493228925748795,31.6,39.7,63.75714285714286,6.026015030088917,55.1,73.0,1012.4428571428572,4.233539552532584,1005.6,1018.0,9.857142857142858,2.865808287875711,6.4,13.7,1.3857142857142857,0.8091735937126867,0.5,2.7,34.65714285714286,27.12408874923157,6.5,74.3
2023-03-27,36.18571428571429,2.4902667671212635,31.6,39.7,63.44285714285714,5.840621297675234,55.1,73.0,1014.0857142857143,5.165729561713523,1005.6,1021.3,9.0,2.503996805109779,6.4,13.7,1.1714285714285713,0.9586697132212006,0.0,2.7,36.814285714285724,25.031275674738634,7.8,74.3
2023-03-28,35.871428571428574,2.5525897213838147,31.6,39.7,64.14285714285714,6.369944307149855,55.1,73.0,1014.6285714285715,5.047017035079191,1005.6,1021.3,9.014285714285714,2.5049474854299616,6.4,13.7,0.8285714285714286,0.7204495950776987,0.0,2.2,48.07142857142857,27.413847734658617,13.6,86.6
2023-03-29,36.01428571428571,2.627057017163615,31.6,39.7,63.51428571428572,6.6656904047089505,55.1,73.0,1015.3571428571429,3.7201510466003547,1010.7,1021.3,9.071428571428571,2.6310417998163644,6.4,14.1,0.8714285714285716,0.7064330251677223,0.0,2.2,45.82857142857143,25.48468260777535,13.6,86.6
2023-03-30,35.15714285714286,2.161679241436421,31.6,37.6,64.74285714285715,6.144606616878806,55.1,73.0,1015.1857142857142,3.9683869818974755,1009.9,1021.3,9.357142857142858,2.4453064858057747,6.4,14.1,0.7285714285714286,0.7296444013222835,0.0,2.2,57.38571428571429,26.745929819409184,21.6,94.5
2023-03-31,35.48571428571429,2.5109284945537396,31.6,38.6,65.57142857142857,4.890710338902511,59.0,73.0,1014.342857142857,3.896946301424923,1009.9,1021.3,9.042857142857143,2.9731336682907132,4.2,14.1,0.9428571428571428,0.9692903638868026,0.0,2.4,56.714285714285715,26.66379746469161,21.6,94.5
2023-04-01,35.67142857142857,2.5084618698279946,31.6,38.6,65.02857142857142,5.252845034110683,59.0,73.0,1013.5714285714286,4.001130792544449,1009.9,1021.3,8.357142857142858,3.352539904240336,4.2,14.1,0.9857142857142858,0.9633769968684318,0.0,2.4,53.84285714285714,30.510809950073813,12.4,94.5
